Date,Number of Drivers,Inventory Level,Depot,Quantity Delivered(m3),Distance from Depot (km),Number of Stations,Discounts,Number of Pickups per Day,Demand
12/26/2023,20,6718941,2,66,29,17,1,9,45.0
12/26/2023,19,4305542,1,80,58,11,1,13,61.75000000000001
12/26/2023,11,6311782,1,119,4,14,0,13,35.75
12/26/2023,18,7587953,2,165,56,10,2,8,36.0
12/26/2023,15,6722993,1,94,65,14,1,9,33.75
12/26/2023,10,5863158,2,74,69,15,2,14,35.0
12/26/2023,9,8616634,2,190,47,16,2,13,29.25
12/26/2023,14,7945564,2,58,19,9,1,12,42.0
12/26/2023,20,7726930,1,94,46,4,0,9,45.0
12/26/2023,18,1246445,1,163,70,10,0,12,54.0
12/26/2023,16,4541985,1,64,45,18,2,11,44.00000000000001
12/26/2023,13,7259548,2,143,18,13,1,8,26.0
12/26/2023,13,6087952,2,163,42,7,0,8,26.0
12/26/2023,13,3963755,1,38,36,13,2,12,39.0
12/26/2023,19,8985587,1,82,23,8,2,8,38.0
12/26/2023,15,3003095,1,65,67,8,0,13,48.75
12/26/2023,9,5138273,2,47,16,11,2,16,36.0
12/26/2023,17,1233802,2,70,5,16,1,9,38.25
12/26/2023,7,6713168,2,104,29,16,1,16,28.000000000000004
12/26/2023,20,6034032,2,182,61,13,2,10,50.0
12/26/2023,14,3996502,2,180,18,6,2,9,31.5
12/26/2023,18,6971182,1,119,46,5,0,15,67.5
12/26/2023,9,7578630,1,118,18,17,0,17,38.25
12/26/2023,10,5657377,1,39,49,17,0,8,20.0
12/26/2023,15,3970792,2,55,46,5,1,17,63.74999999999999
12/27/2023,19,9428570,2,158,7,15,1,12,56.99999999999999
12/27/2023,19,6383675,1,142,36,2,0,19,90.25
12/27/2023,19,7207314,2,62,22,11,0,10,47.5
12/27/2023,11,7095847,1,149,10,5,1,9,24.75
12/27/2023,9,5885887,2,121,48,13,0,12,27.0
12/27/2023,14,4166758,1,78,27,12,0,15,52.5
12/27/2023,9,8001960,1,132,14,6,0,15,33.75
12/27/2023,11,4438391,2,54,43,14,2,9,24.75
12/27/2023,20,8249371,1,82,29,13,0,16,80.0
12/27/2023,13,4291610,1,164,19,15,0,14,45.5
12/27/2023,8,5545205,1,71,35,15,0,13,26.0
12/27/2023,18,4919499,1,140,67,14,1,13,58.5
12/27/2023,8,7216181,2,138,30,8,0,8,16.0
12/27/2023,9,8768564,1,154,18,5,1,15,33.75
12/27/2023,17,4099367,1,77,15,9,0,11,46.75
12/27/2023,8,5740084,1,117,19,11,1,13,26.0
12/27/2023,18,4697445,2,35,21,10,0,14,63.0
12/27/2023,13,4377973,1,96,59,4,0,9,29.25
12/27/2023,14,7433443,2,176,10,4,1,13,45.5
12/27/2023,9,5859706,2,101,44,8,2,14,31.5
12/27/2023,16,3930114,2,79,48,18,1,10,40.0
12/27/2023,15,6388514,1,174,59,6,1,10,37.5
12/27/2023,18,4899006,1,103,51,5,1,9,40.5
12/27/2023,18,2308813,2,81,63,10,2,12,54.0
12/27/2023,10,8086436,2,90,60,17,0,12,30.0
12/27/2023,9,8856951,2,41,45,11,1,9,20.25
12/27/2023,7,6573791,2,76,14,16,1,16,28.000000000000004
12/27/2023,11,5734828,1,69,19,16,1,17,46.75
12/27/2023,19,6016070,2,41,23,11,1,15,71.25
12/27/2023,15,8289910,2,155,16,6,1,13,48.75
12/27/2023,13,8646023,1,57,67,17,2,11,35.75
12/27/2023,11,6659357,2,95,12,7,1,15,41.25
12/27/2023,13,5064394,1,142,7,7,0,15,48.75
12/27/2023,19,6410484,2,63,5,16,0,15,71.25
12/27/2023,19,4994965,1,109,57,14,0,15,71.25
12/28/2023,7,6795787,1,50,49,1,1,8,14.000000000000002
12/28/2023,16,5958058,2,107,33,5,2,6,24.0
12/28/2023,18,4381774,2,159,15,15,1,7,31.5
12/28/2023,13,3691065,1,186,52,20,2,20,65.0
12/28/2023,13,6756692,1,180,53,17,0,10,32.5
12/28/2023,20,7780080,2,89,43,6,1,16,80.0
12/28/2023,11,3840771,1,190,32,10,2,16,44.00000000000001
12/28/2023,16,7528545,2,188,25,12,1,9,36.0
12/28/2023,20,8443822,1,164,34,16,0,13,65.0
12/28/2023,13,5731432,2,90,7,12,1,11,35.75
12/28/2023,15,4702647,2,119,32,5,0,10,37.5
12/28/2023,15,7757838,2,65,58,17,1,9,33.75
12/28/2023,11,4195363,2,162,44,6,2,11,30.25
12/28/2023,10,7422514,1,59,48,12,0,11,27.500000000000004
12/28/2023,15,6672197,1,139,12,9,1,8,30.0
12/28/2023,11,6893385,1,161,57,12,1,17,46.75
12/28/2023,11,4194146,2,139,47,17,2,9,24.75
12/28/2023,10,4016657,2,124,33,8,2,8,20.0
12/28/2023,16,6831145,1,58,69,4,1,11,44.00000000000001
12/28/2023,12,5974305,1,43,51,8,1,11,33.0
12/28/2023,12,4452665,1,79,38,15,2,17,50.99999999999999
12/28/2023,7,8562250,1,98,43,14,0,16,28.000000000000004
12/28/2023,7,7097823,2,164,65,16,1,16,28.000000000000004
12/28/2023,7,6608652,1,132,52,12,0,10,17.5
12/28/2023,20,4137953,2,168,70,11,1,13,65.0
12/28/2023,14,8449237,2,61,53,10,0,15,52.5
12/28/2023,11,8420501,2,169,38,7,0,11,30.25
12/28/2023,14,3793710,1,105,18,14,2,17,59.5
12/28/2023,8,1484002,2,67,67,8,2,12,24.0
12/28/2023,11,5436739,1,175,46,7,1,13,35.75
12/28/2023,14,6972797,1,115,21,13,1,8,28.000000000000004
12/28/2023,19,2407954,2,174,9,10,2,13,61.75000000000001
12/28/2023,7,1157727,1,45,37,6,2,14,24.500000000000004
12/28/2023,8,3797451,1,51,51,4,1,17,34.0
12/28/2023,10,7883749,2,163,26,12,2,11,27.500000000000004
12/28/2023,14,2352901,2,60,5,17,1,11,38.5
12/28/2023,18,5628686,1,67,67,13,2,13,58.5
12/28/2023,13,7475609,1,47,61,4,2,16,52.0
12/28/2023,10,3995888,2,108,47,6,2,9,22.5
12/28/2023,11,4338845,2,187,47,15,1,10,27.500000000000004
12/28/2023,17,5566838,2,179,55,5,2,8,34.0
12/28/2023,10,7905540,1,80,41,12,1,15,37.5
12/28/2023,12,5002569,2,142,62,13,2,16,48.0
12/28/2023,13,5656908,1,113,13,6,2,11,35.75
12/28/2023,17,3635128,1,168,67,15,2,15,63.74999999999999
12/28/2023,18,7041999,1,116,54,5,2,13,58.5
12/28/2023,12,7091170,1,178,29,14,0,14,42.0
12/28/2023,14,5065276,2,168,30,18,2,14,49.00000000000001
12/29/2023,11,7785552,2,93,70,7,0,11,30.25
12/29/2023,10,6379966,2,42,17,3,0,14,35.0
12/29/2023,8,3094740,1,192,79,10,2,10,20.0
12/29/2023,20,7667413,2,100,37,5,1,9,45.0
12/29/2023,7,3953090,2,69,25,4,2,11,19.25
12/29/2023,20,5668442,2,110,6,10,2,14,70.0
12/29/2023,12,5416605,1,177,25,5,0,8,24.0
12/29/2023,19,5500547,1,162,27,18,0,16,76.0
12/29/2023,19,6355457,1,170,28,16,2,15,71.25
12/29/2023,16,7666796,2,129,62,4,2,17,68.0
12/29/2023,9,4474851,1,87,27,17,0,17,38.25
12/29/2023,15,7476865,1,116,12,13,2,17,63.74999999999999
12/29/2023,13,4253684,2,52,28,14,2,15,48.75
12/29/2023,13,6476984,2,124,36,5,1,12,39.0
12/29/2023,9,4781552,1,139,40,7,0,11,24.75
12/29/2023,13,6942367,2,173,39,14,1,12,39.0
12/29/2023,8,5883178,1,187,70,18,1,12,24.0
12/29/2023,17,7946239,1,138,29,14,2,11,46.75
12/29/2023,16,8980994,2,175,47,12,1,10,40.0
12/29/2023,11,8032591,2,175,25,8,0,11,30.25
12/29/2023,12,4912533,1,39,24,18,2,12,36.0
12/29/2023,18,6188292,2,150,8,4,0,11,49.5
12/29/2023,20,5287295,1,159,56,7,1,13,65.0
12/29/2023,15,7406175,1,45,41,10,1,9,33.75
12/29/2023,16,7413427,2,86,32,4,1,17,68.0
12/29/2023,11,6383186,1,96,45,7,0,17,46.75
12/29/2023,8,4774385,2,89,63,6,1,10,20.0
12/29/2023,10,9062665,2,117,15,13,1,14,35.0
12/29/2023,9,8595214,1,171,53,17,2,13,29.25
12/29/2023,9,8843935,2,176,45,4,1,14,31.5
12/30/2023,19,7636531,2,180,25,6,0,19,90.25
12/30/2023,19,3069756,1,40,77,18,2,5,23.75
12/30/2023,19,8639997,2,17,66,18,0,18,85.50000000000001
12/30/2023,17,6235979,1,91,9,4,2,6,25.499999999999996
12/30/2023,5,9090003,2,184,62,17,0,7,8.75
12/30/2023,20,9097311,1,137,5,12,1,13,65.0
12/30/2023,19,7100522,1,139,69,15,1,8,38.0
12/30/2023,8,5010519,1,133,53,7,0,9,18.0
12/30/2023,16,7404666,2,51,60,8,0,16,64.0
12/30/2023,15,6797175,2,165,53,4,0,15,56.25
12/30/2023,18,8903401,2,179,15,8,2,16,72.0
12/30/2023,17,3870465,1,180,11,18,2,17,72.25
12/30/2023,19,5875087,2,164,8,11,2,9,42.75000000000001
12/30/2023,12,5443160,1,188,50,6,1,9,27.0
12/30/2023,8,8108240,1,65,70,10,2,9,18.0
12/30/2023,8,4942484,2,152,42,11,0,17,34.0
12/30/2023,19,5651368,2,167,55,11,0,8,38.0
12/30/2023,11,4605502,2,186,11,7,2,8,22.000000000000004
12/30/2023,10,4992968,2,95,39,17,0,12,30.0
12/30/2023,18,8535469,1,58,44,17,2,13,58.5
12/30/2023,19,6765660,1,84,5,7,0,17,80.74999999999999
12/30/2023,16,3896318,2,165,27,7,0,14,56.00000000000001
12/30/2023,8,4243918,1,148,7,15,2,12,24.0
12/30/2023,12,8208169,1,127,63,10,0,15,45.0
12/30/2023,18,5411333,2,155,61,13,2,12,54.0
12/30/2023,8,8328126,2,153,38,9,2,8,16.0
12/30/2023,19,5371193,1,138,18,16,1,15,71.25
12/30/2023,11,6937161,2,42,41,12,1,15,41.25
12/30/2023,14,3640398,2,112,19,16,2,9,31.5
12/30/2023,11,5332536,2,182,50,7,0,11,30.25
12/30/2023,19,8564056,1,73,34,9,2,17,80.74999999999999
12/30/2023,15,2825797,1,168,25,7,2,15,56.25
12/30/2023,9,6084519,1,60,55,16,0,15,33.75
12/30/2023,11,7626535,2,91,13,9,0,11,30.25
12/30/2023,20,7841266,1,38,5,6,2,14,70.0
12/30/2023,17,5774357,2,62,30,10,2,13,55.25
12/30/2023,18,6213101,2,154,17,7,1,9,40.5
12/30/2023,9,4983245,1,165,58,4,0,8,18.0
12/30/2023,12,8775045,1,76,19,18,2,9,27.0
12/30/2023,19,8783876,2,104,29,17,1,14,66.5
12/31/2023,16,167988,1,81,54,17,2,18,72.0
12/31/2023,12,5745424,2,183,15,12,0,10,30.0
12/31/2023,17,4413704,1,96,22,18,0,13,55.25
12/31/2023,19,3911558,1,183,48,12,2,10,47.5
12/31/2023,20,8507615,1,164,15,4,2,13,65.0
12/31/2023,20,8217736,1,167,30,13,2,9,45.0
12/31/2023,17,7092350,2,162,33,12,0,16,68.0
12/31/2023,18,8032035,1,84,48,6,1,15,67.5
12/31/2023,11,4575921,2,189,42,5,0,9,24.75
12/31/2023,12,7782316,1,76,26,7,0,15,45.0
12/31/2023,14,8722879,1,37,15,14,1,16,56.00000000000001
12/31/2023,15,7170283,1,41,57,9,0,12,45.0
12/31/2023,19,7300672,1,82,6,6,0,14,66.5
12/31/2023,8,5501207,1,145,31,16,2,12,24.0
12/31/2023,9,8494352,2,181,5,14,1,12,27.0
12/31/2023,14,7902956,1,163,60,13,1,14,49.00000000000001
12/31/2023,14,8336833,1,42,31,8,2,15,52.5
12/31/2023,18,6751674,1,107,42,13,2,12,54.0
12/31/2023,13,4051022,2,40,22,13,0,15,48.75
12/31/2023,10,2370723,1,163,12,12,2,13,32.5
12/31/2023,16,8046736,2,57,18,14,1,14,56.00000000000001
12/31/2023,14,9040383,2,141,7,13,0,14,49.00000000000001
12/31/2023,19,3027024,1,159,35,8,2,17,80.74999999999999
12/31/2023,8,1378121,2,170,53,14,1,16,32.0
12/31/2023,9,4097516,2,175,68,12,1,11,24.75
12/31/2023,9,4608115,1,139,48,13,2,8,18.0
12/31/2023,9,5437109,1,67,17,18,1,11,24.75
12/31/2023,10,7069638,1,162,69,9,1,15,37.5
12/31/2023,19,4660074,2,172,40,7,0,16,76.0
12/31/2023,15,4461099,2,119,27,11,0,12,45.0
12/31/2023,14,6848959,1,67,15,14,1,16,56.00000000000001
1/1/2024,7,1218267,1,81,48,2,2,7,12.250000000000002
1/1/2024,5,6589848,2,19,68,5,1,20,25.0
1/1/2024,13,6566890,2,141,24,4,2,17,55.25
1/1/2024,12,5149547,2,109,31,13,2,9,27.0
1/1/2024,20,3763308,1,146,25,8,0,10,50.0
1/1/2024,14,6076173,2,131,68,18,1,10,35.0
1/1/2024,19,3702704,1,123,29,13,2,15,71.25
1/1/2024,19,5079427,2,129,55,5,0,13,61.75000000000001
1/1/2024,7,7476916,2,180,34,13,0,11,19.25
1/1/2024,7,4008587,2,135,35,7,0,12,21.0
1/1/2024,12,7113637,1,160,66,4,1,14,42.0
1/1/2024,20,8517415,2,72,64,5,2,13,65.0
1/1/2024,20,4113344,1,151,32,6,2,10,50.0
1/1/2024,15,4883501,1,166,4,16,1,13,48.75
1/1/2024,16,7770738,2,83,48,7,1,12,48.0
1/1/2024,9,7304160,1,146,33,16,2,16,36.0
1/1/2024,11,8672408,1,88,9,12,0,12,33.0
1/1/2024,18,3766746,2,121,42,17,2,12,54.0
1/1/2024,19,3779597,1,155,4,9,2,12,56.99999999999999
1/1/2024,8,5589848,2,158,14,17,1,12,24.0
1/1/2024,12,7194171,1,87,19,8,1,13,39.0
1/1/2024,8,4516660,2,148,30,13,1,10,20.0
1/1/2024,12,7534751,2,123,58,14,2,11,33.0
1/1/2024,7,6876014,2,152,47,12,0,13,22.75
1/1/2024,20,8714819,1,192,49,11,0,9,45.0
1/1/2024,17,6100754,1,97,48,4,1,8,34.0
1/1/2024,20,1288348,1,95,46,9,0,17,85.0
1/1/2024,15,7643555,2,150,5,8,0,12,45.0
1/1/2024,8,3691588,2,121,64,8,2,9,18.0
1/1/2024,12,8876457,2,135,31,13,2,13,39.0
1/1/2024,13,5127290,1,191,55,5,2,11,35.75
1/1/2024,13,4015124,1,89,70,5,1,14,45.5
1/1/2024,19,6600336,1,192,68,5,0,15,71.25
1/1/2024,9,8489109,2,176,68,8,1,9,20.25
1/1/2024,8,6386826,1,76,31,4,2,17,34.0
1/1/2024,15,8376734,2,153,65,4,1,16,60.0
1/1/2024,11,6413527,2,133,21,15,0,16,44.00000000000001
1/2/2024,13,6854296,1,139,60,18,2,11,35.75
1/2/2024,17,6029687,2,73,21,4,0,6,25.499999999999996
1/2/2024,13,5580365,2,11,54,13,1,17,55.25
1/2/2024,12,9714045,1,163,40,15,0,19,56.99999999999999
1/2/2024,7,5111528,1,37,38,11,2,14,24.500000000000004
1/2/2024,18,4173081,2,151,20,6,0,12,54.0
1/2/2024,11,5508423,2,153,54,13,0,16,44.00000000000001
1/2/2024,7,3644995,2,169,50,13,0,11,19.25
1/2/2024,17,4272036,1,102,55,8,1,14,59.5
1/2/2024,12,7346033,1,51,65,9,1,9,27.0
1/2/2024,15,6307524,2,109,40,11,0,13,48.75
1/2/2024,9,3681155,1,175,18,10,1,17,38.25
1/2/2024,12,7555239,2,105,34,12,2,14,42.0
1/2/2024,13,8663943,2,121,44,7,0,14,45.5
1/2/2024,7,8175974,2,114,54,17,1,8,14.000000000000002
1/2/2024,16,6899236,1,79,5,18,1,13,52.0
1/2/2024,20,4712276,1,82,41,10,0,17,85.0
1/2/2024,7,5999398,2,55,41,6,2,16,28.000000000000004
1/2/2024,17,6778511,2,156,18,14,1,14,59.5
1/2/2024,10,5866269,2,51,49,7,1,17,42.5
1/2/2024,11,5956295,2,148,36,10,1,15,41.25
1/2/2024,19,4615786,2,165,42,9,1,12,56.99999999999999
1/2/2024,13,5790397,1,74,33,12,1,11,35.75
1/2/2024,12,7796363,1,165,65,16,0,10,30.0
1/2/2024,14,4115615,1,75,32,8,0,11,38.5
1/2/2024,18,6211387,2,75,30,7,1,16,72.0
1/2/2024,19,8822228,1,111,64,17,1,14,66.5
1/2/2024,7,5751507,2,115,36,14,2,9,15.75
1/2/2024,14,3926707,2,126,50,9,0,10,35.0
1/2/2024,8,8811228,1,71,24,14,0,9,18.0
1/2/2024,11,7365415,1,131,9,8,1,11,30.25
1/2/2024,18,4310880,1,58,62,5,1,11,49.5
1/2/2024,17,8743831,1,126,29,7,1,13,55.25
1/2/2024,10,6475569,2,52,21,16,1,15,37.5
1/2/2024,19,7447883,1,121,51,18,1,16,76.0
1/2/2024,8,4509591,1,172,60,7,2,8,16.0
1/3/2024,17,2008072,1,192,37,2,1,11,46.75
1/3/2024,9,4640744,2,127,15,17,2,17,38.25
1/3/2024,12,1034240,2,120,16,8,0,5,15.0
1/3/2024,9,5899895,1,61,27,17,0,8,18.0
1/3/2024,17,5989265,2,38,51,12,2,11,46.75
1/3/2024,19,6768329,2,82,39,8,0,11,52.25
1/3/2024,16,4310245,1,73,19,7,2,8,32.0
1/3/2024,10,5881086,1,178,13,18,2,16,40.0
1/3/2024,14,5003257,1,186,34,4,0,13,45.5
1/3/2024,18,4539552,1,61,35,16,0,9,40.5
1/3/2024,16,4471400,1,60,48,14,1,12,48.0
1/3/2024,11,4321147,2,34,9,15,1,14,38.5
1/3/2024,7,7658920,2,141,18,11,1,17,29.75
1/3/2024,7,6297945,2,162,13,11,2,9,15.75
1/3/2024,7,6363056,1,135,51,18,0,17,29.75
1/3/2024,13,7444147,2,187,18,18,1,17,55.25
1/3/2024,20,8337593,2,48,9,18,1,11,55.00000000000001
1/3/2024,19,5126292,2,83,16,11,1,12,56.99999999999999
1/3/2024,13,2394292,1,90,41,10,0,10,32.5
1/3/2024,8,5497293,1,106,37,13,1,10,20.0
1/3/2024,8,4173985,1,94,38,13,1,13,26.0
1/3/2024,16,7570804,2,48,69,13,2,12,48.0
1/3/2024,14,6434257,1,120,47,11,0,12,42.0
1/3/2024,16,5570180,1,133,43,7,1,12,48.0
1/3/2024,9,7053687,2,85,37,6,1,9,20.25
1/3/2024,20,2311970,1,99,41,10,2,17,85.0
1/3/2024,18,6659790,2,113,57,11,1,17,76.5
1/3/2024,15,2891108,1,76,58,11,0,12,45.0
1/3/2024,12,1380101,1,115,68,5,1,12,36.0
1/3/2024,10,6012281,2,153,6,10,1,17,42.5
1/3/2024,10,7751578,1,185,68,15,0,14,35.0
1/3/2024,20,4465411,1,82,40,15,0,9,45.0
1/3/2024,12,6536035,2,175,38,15,0,17,50.99999999999999
1/3/2024,13,8857985,1,178,68,15,0,17,55.25
1/3/2024,10,6197187,2,35,41,14,0,15,37.5
1/4/2024,8,3683284,2,53,31,15,0,15,30.0
1/4/2024,14,8367900,1,125,18,14,1,10,35.0
1/4/2024,14,3806942,2,62,60,16,1,10,35.0
1/4/2024,19,8549783,1,75,37,8,1,8,38.0
1/4/2024,15,6538816,2,45,50,5,2,14,52.5
1/4/2024,19,7916310,2,113,30,16,0,8,38.0
1/4/2024,14,5334162,2,172,42,7,2,9,31.5
1/4/2024,16,6172839,2,119,18,5,0,12,48.0
1/4/2024,17,7021200,1,45,53,11,1,14,59.5
1/4/2024,11,5794350,2,40,7,11,1,10,27.500000000000004
1/4/2024,9,7133552,1,136,38,11,1,15,33.75
1/4/2024,14,3672532,1,103,59,16,1,11,38.5
1/4/2024,7,9038685,1,71,21,12,2,17,29.75
1/4/2024,17,1268220,2,40,4,6,0,8,34.0
1/4/2024,12,5461007,1,63,48,17,0,17,50.99999999999999
1/4/2024,16,3234005,1,181,55,17,2,16,64.0
1/4/2024,15,5058663,1,92,67,16,0,13,48.75
1/4/2024,13,4748504,1,36,55,4,1,16,52.0
1/4/2024,18,8210284,2,151,65,11,0,12,54.0
1/4/2024,13,6628191,2,149,50,4,2,10,32.5
1/4/2024,15,8753047,2,74,34,10,2,13,48.75
1/4/2024,19,4213882,1,175,13,14,1,10,47.5
1/4/2024,8,4947980,2,87,7,10,1,11,22.000000000000004
1/4/2024,7,9073555,1,67,48,7,1,16,28.000000000000004
1/4/2024,14,4031527,2,146,12,7,2,17,59.5
1/5/2024,17,2009107,1,180,68,14,0,6,25.499999999999996
1/5/2024,17,4456374,2,89,59,7,1,16,68.0
1/5/2024,16,5488559,2,148,62,12,2,9,36.0
1/5/2024,18,4447802,1,79,53,12,0,10,45.0
1/5/2024,10,7415609,2,156,60,13,0,11,27.500000000000004
1/5/2024,15,5454589,1,173,32,5,2,11,41.25
1/5/2024,18,5401962,1,40,27,17,0,16,72.0
1/5/2024,11,8904294,1,171,11,5,0,15,41.25
1/5/2024,18,7125564,1,57,46,16,2,15,67.5
1/5/2024,11,4293665,2,34,49,6,1,9,24.75
1/5/2024,10,5602514,2,91,51,10,2,14,35.0
1/5/2024,13,3610833,1,186,44,18,2,17,55.25
1/5/2024,17,5847957,2,71,4,10,2,8,34.0
1/5/2024,16,3911192,2,150,11,16,2,13,52.0
1/5/2024,20,8617261,1,97,8,8,0,13,65.0
1/5/2024,9,7083812,1,175,59,11,2,14,31.5
1/5/2024,19,5721364,2,98,24,12,0,12,56.99999999999999
1/5/2024,14,5327554,1,177,57,10,1,14,49.00000000000001
1/5/2024,8,5723382,2,124,62,18,1,16,32.0
1/5/2024,15,7484455,1,120,18,5,1,15,56.25
1/5/2024,10,7840623,2,186,33,12,1,14,35.0
1/5/2024,7,2919979,1,171,52,13,2,15,26.25
1/5/2024,18,8660644,1,188,53,9,0,17,76.5
1/5/2024,13,7332170,2,111,26,13,0,10,32.5
1/5/2024,18,7370831,1,58,30,12,2,9,40.5
1/5/2024,20,4527891,2,135,21,9,0,8,40.0
1/5/2024,12,5073223,2,142,4,16,2,9,27.0
1/5/2024,20,4277931,2,108,39,8,2,11,55.00000000000001
1/5/2024,18,7533418,1,112,21,7,0,10,45.0
1/5/2024,11,8900898,1,124,54,5,0,16,44.00000000000001
1/5/2024,19,6625942,1,162,70,7,0,9,42.75000000000001
1/5/2024,15,8740972,2,190,38,12,0,15,56.25
1/5/2024,8,3989585,2,123,32,7,1,11,22.000000000000004
1/5/2024,9,4663137,1,70,67,15,1,11,24.75
1/5/2024,12,5460345,1,67,41,9,0,12,36.0
1/6/2024,14,3190340,1,160,31,16,1,10,35.0
1/6/2024,17,4703197,1,159,40,8,2,8,34.0
1/6/2024,20,5133618,2,66,50,5,0,12,60.0
1/6/2024,15,8359249,1,51,41,14,2,9,33.75
1/6/2024,13,7057469,1,41,14,15,1,11,35.75
1/6/2024,9,8962039,2,172,26,12,2,14,31.5
1/6/2024,12,5368404,2,41,24,7,2,17,50.99999999999999
1/6/2024,16,5047651,1,107,40,7,2,11,44.00000000000001
1/6/2024,9,3971419,2,144,24,14,1,17,38.25
1/6/2024,16,4531220,2,107,4,4,0,15,60.0
1/6/2024,18,3758669,1,128,33,12,0,17,76.5
1/6/2024,11,7222704,1,44,45,7,2,14,38.5
1/6/2024,13,4972407,2,192,23,6,2,15,48.75
1/6/2024,13,4494115,1,182,33,13,2,11,35.75
1/6/2024,8,5389652,2,62,63,10,0,17,34.0
1/6/2024,17,4551044,2,149,20,6,0,11,46.75
1/6/2024,16,8946088,2,146,39,8,1,15,60.0
1/6/2024,19,7613435,1,56,60,11,2,11,52.25
1/6/2024,18,4300339,1,134,35,5,2,10,45.0
1/6/2024,9,2520136,2,171,10,18,0,8,18.0
1/6/2024,7,4105779,2,164,15,12,0,8,14.000000000000002
1/6/2024,17,6890690,1,163,40,9,1,10,42.5
1/6/2024,18,5395131,1,35,57,15,0,10,45.0
1/6/2024,15,8668502,1,123,52,9,2,16,60.0
1/6/2024,7,7406286,2,83,10,4,0,16,28.000000000000004
1/7/2024,14,8203146,1,199,30,14,0,11,38.5
1/7/2024,19,4990174,1,79,56,15,1,15,71.25
1/7/2024,13,7507910,2,139,68,11,0,8,26.0
1/7/2024,15,8995872,2,61,57,8,0,10,37.5
1/7/2024,7,6771983,1,131,23,16,2,12,21.0
1/7/2024,13,4850779,1,39,69,15,0,8,26.0
1/7/2024,7,4722929,2,191,57,15,0,14,24.500000000000004
1/7/2024,16,4789388,2,181,23,9,2,17,68.0
1/7/2024,19,6133857,2,179,27,6,0,17,80.74999999999999
1/7/2024,9,5522445,1,48,65,18,2,12,27.0
1/7/2024,15,7076108,1,92,42,5,1,15,56.25
1/7/2024,13,6450998,2,128,52,6,2,12,39.0
1/7/2024,18,4384084,1,180,27,13,0,12,54.0
1/7/2024,7,4337340,1,181,20,10,2,11,19.25
1/7/2024,17,3690067,2,171,43,6,1,17,72.25
1/7/2024,14,5946840,2,145,55,10,0,15,52.5
1/7/2024,10,8346642,1,42,23,15,2,10,25.0
1/7/2024,7,7186782,2,188,47,18,0,16,28.000000000000004
1/7/2024,20,7609187,2,175,66,18,2,12,60.0
1/7/2024,8,4987185,2,68,42,8,1,16,32.0
1/7/2024,10,8660392,2,135,4,12,1,16,40.0
1/7/2024,18,7119263,2,104,47,13,1,12,54.0
1/7/2024,11,8885556,1,57,24,13,1,17,46.75
1/7/2024,10,4441424,1,173,24,16,1,11,27.500000000000004
1/7/2024,9,2796250,1,42,49,6,2,13,29.25
1/7/2024,18,3930133,1,88,12,5,2,9,40.5
1/7/2024,15,4788151,1,63,33,14,1,10,37.5
1/7/2024,18,8011046,1,133,21,11,1,9,40.5
1/7/2024,14,2032950,1,192,28,11,0,14,49.00000000000001
1/7/2024,12,7500524,1,133,21,12,1,14,42.0
1/7/2024,9,7385705,1,141,10,15,2,10,22.5
1/7/2024,16,3956619,1,168,66,6,2,16,64.0
1/7/2024,16,8436523,2,177,19,17,1,9,36.0
1/7/2024,10,4469586,1,107,13,15,1,11,27.500000000000004
1/7/2024,19,7717075,2,62,44,13,2,14,66.5
1/7/2024,10,5778375,2,116,64,17,2,10,25.0
1/7/2024,8,4550056,1,105,16,7,2,10,20.0
1/7/2024,10,5713129,1,145,37,4,0,12,30.0
1/7/2024,9,4986491,2,95,39,4,1,13,29.25
1/8/2024,6,672029,2,148,37,20,2,14,21.0
1/8/2024,14,5774723,2,133,65,16,0,5,17.5
1/8/2024,18,6524901,1,39,16,6,1,17,76.5
1/8/2024,15,6304043,1,117,37,4,2,13,48.75
1/8/2024,10,8386319,1,126,10,14,0,12,30.0
1/8/2024,18,7531196,2,138,36,15,2,13,58.5
1/8/2024,7,8681664,1,63,54,5,1,10,17.5
1/8/2024,18,6642277,1,44,5,17,2,16,72.0
1/8/2024,15,7303585,2,48,32,15,2,9,33.75
1/8/2024,15,4865771,2,192,37,8,1,17,63.74999999999999
1/8/2024,13,5026004,1,150,28,4,2,17,55.25
1/8/2024,15,7404081,1,103,5,10,0,10,37.5
1/8/2024,10,4158618,1,153,66,12,2,9,22.5
1/8/2024,18,3855030,1,173,45,11,0,9,40.5
1/8/2024,9,7442572,2,191,16,13,1,15,33.75
1/8/2024,11,7237107,2,140,67,12,1,15,41.25
1/8/2024,20,7733289,1,39,23,4,0,16,80.0
1/8/2024,12,4043376,2,130,4,17,1,17,50.99999999999999
1/8/2024,14,5836728,1,95,19,10,1,17,59.5
1/8/2024,7,6778954,2,172,60,11,1,11,19.25
1/8/2024,13,6878643,2,169,6,17,2,9,29.25
1/8/2024,16,5988165,1,59,25,11,0,9,36.0
1/8/2024,8,7798719,1,129,67,10,1,11,22.000000000000004
1/8/2024,7,4911869,1,46,38,18,1,16,28.000000000000004
1/8/2024,11,7681955,1,82,18,5,2,11,30.25
1/8/2024,20,5208297,1,171,16,6,2,14,70.0
1/8/2024,16,8138083,2,138,14,7,1,16,64.0
1/8/2024,18,6395906,2,58,62,7,1,11,49.5
1/8/2024,11,2138348,1,138,48,17,2,8,22.000000000000004
